knr,kname,year,user_payment_nh
1640,Røros (-2017),2010,9102
1640,Røros (-2017),2011,10272
1640,Røros (-2017),2012,10396
1640,Røros (-2017),2013,11794
1640,Røros (-2017),2014,11633
1640,Røros (-2017),2015,11502
1640,Røros (-2017),2016,10048
1644,Holtålen (-2017),2003,4745
1644,Holtålen (-2017),2004,4432
1644,Holtålen (-2017),2005,4306
1644,Holtålen (-2017),2006,4395
1644,Holtålen (-2017),2007,4464
1644,Holtålen (-2017),2008,4370
1644,Holtålen (-2017),2009,4071
1644,Holtålen (-2017),2010,4320
1644,Holtålen (-2017),2011,3995
1644,Holtålen (-2017),2012,3865
1644,Holtålen (-2017),2013,4095
1644,Holtålen (-2017),2014,4101
1644,Holtålen (-2017),2015,4063
1644,Holtålen (-2017),2016,4461
1648,Midtre Gauldal (-2017),2003,9570
1648,Midtre Gauldal (-2017),2004,10543
1648,Midtre Gauldal (-2017),2005,10574
1648,Midtre Gauldal (-2017),2006,10361
1648,Midtre Gauldal (-2017),2007,10686
1648,Midtre Gauldal (-2017),2008,10678
1648,Midtre Gauldal (-2017),2009,10956
1648,Midtre Gauldal (-2017),2010,10170
1648,Midtre Gauldal (-2017),2011,10345
1648,Midtre Gauldal (-2017),2012,10930
1648,Midtre Gauldal (-2017),2013,9904
1648,Midtre Gauldal (-2017),2014,9772
1648,Midtre Gauldal (-2017),2015,9701
1648,Midtre Gauldal (-2017),2016,9704
1653,Melhus (-2017),2003,8339
1653,Melhus (-2017),2004,8631
1653,Melhus (-2017),2005,8656
1653,Melhus (-2017),2006,9300
1653,Melhus (-2017),2007,9466
1653,Melhus (-2017),2008,10378
1653,Melhus (-2017),2009,11242
1653,Melhus (-2017),2010,12088
1653,Melhus (-2017),2011,12092
1653,Melhus (-2017),2012,13048
1653,Melhus (-2017),2013,14634
1653,Melhus (-2017),2014,15552
1653,Melhus (-2017),2015,16893
1653,Melhus (-2017),2016,17948
1657,Skaun (-2017),2003,5917
1657,Skaun (-2017),2004,6107
1657,Skaun (-2017),2005,6150
1657,Skaun (-2017),2006,6165
1657,Skaun (-2017),2007,6187
1657,Skaun (-2017),2008,6746
1657,Skaun (-2017),2009,6942
1657,Skaun (-2017),2010,6461
1657,Skaun (-2017),2011,6122
1657,Skaun (-2017),2012,6322
1657,Skaun (-2017),2013,7350
1657,Skaun (-2017),2014,7917
1657,Skaun (-2017),2015,7611
1657,Skaun (-2017),2016,7299
1662,Klæbu (-2017),2003,3019
1662,Klæbu (-2017),2004,3404
1662,Klæbu (-2017),2005,3916
1662,Klæbu (-2017),2006,4214
1662,Klæbu (-2017),2007,4604
1662,Klæbu (-2017),2008,4832
1662,Klæbu (-2017),2009,4198
1662,Klæbu (-2017),2010,3893
1662,Klæbu (-2017),2011,4236
1662,Klæbu (-2017),2012,4610
1662,Klæbu (-2017),2013,5643
1662,Klæbu (-2017),2014,5864
1662,Klæbu (-2017),2015,5703
1662,Klæbu (-2017),2016,6164
1663,Malvik (-2017),2003,5239
1663,Malvik (-2017),2004,5453
1663,Malvik (-2017),2005,6223
1663,Malvik (-2017),2006,6443
1663,Malvik (-2017),2007,7090
1663,Malvik (-2017),2008,7680
1663,Malvik (-2017),2009,7665
1663,Malvik (-2017),2010,8024
1663,Malvik (-2017),2011,9036
1663,Malvik (-2017),2012,9700
1663,Malvik (-2017),2013,10388
1663,Malvik (-2017),2014,9438
1663,Malvik (-2017),2015,6849
1663,Malvik (-2017),2016,5766
1664,Selbu (-2017),2003,3077
1664,Selbu (-2017),2004,3356
1664,Selbu (-2017),2005,3196
1664,Selbu (-2017),2006,2913
1664,Selbu (-2017),2007,4044
1664,Selbu (-2017),2008,4449
1664,Selbu (-2017),2009,4105
1664,Selbu (-2017),2010,5157
1664,Selbu (-2017),2011,5327
1664,Selbu (-2017),2012,5543
1664,Selbu (-2017),2013,5732
1664,Selbu (-2017),2014,6303
1664,Selbu (-2017),2015,6490
1664,Selbu (-2017),2016,6457
1665,Tydal (-2017),2003,1456
1665,Tydal (-2017),2004,1337
1665,Tydal (-2017),2005,1306
1665,Tydal (-2017),2006,1477
1665,Tydal (-2017),2007,1621
1665,Tydal (-2017),2008,1816
1665,Tydal (-2017),2009,2034
1665,Tydal (-2017),2010,1274
1665,Tydal (-2017),2011,1409
1665,Tydal (-2017),2012,1756
1665,Tydal (-2017),2013,1802
1665,Tydal (-2017),2014,2324
1665,Tydal (-2017),2015,2881
1665,Tydal (-2017),2016,2269
1702,Steinkjer (-2017),2003,12030
1702,Steinkjer (-2017),2004,12303
1702,Steinkjer (-2017),2005,12104
1702,Steinkjer (-2017),2006,12470
1702,Steinkjer (-2017),2007,13133
1702,Steinkjer (-2017),2008,14472
1702,Steinkjer (-2017),2009,14094
1702,Steinkjer (-2017),2010,16265
1702,Steinkjer (-2017),2011,16779
1702,Steinkjer (-2017),2012,18049
1702,Steinkjer (-2017),2013,18875
1702,Steinkjer (-2017),2014,20275
1702,Steinkjer (-2017),2015,22290
1702,Steinkjer (-2017),2016,23361
1703,Namsos (-2017),2003,6993
1703,Namsos (-2017),2004,7225
1703,Namsos (-2017),2005,7204
1703,Namsos (-2017),2006,7712
1703,Namsos (-2017),2007,7819
1703,Namsos (-2017),2008,8845
1703,Namsos (-2017),2009,9866
1703,Namsos (-2017),2010,9662
1703,Namsos (-2017),2011,10514
1703,Namsos (-2017),2012,11671
1703,Namsos (-2017),2013,12474
1703,Namsos (-2017),2014,12187
1703,Namsos (-2017),2015,12458
1703,Namsos (-2017),2016,12590
1711,Meråker (-2017),2003,3626
1711,Meråker (-2017),2004,3858
1711,Meråker (-2017),2005,4187
1711,Meråker (-2017),2006,4189
1711,Meråker (-2017),2007,4549
1711,Meråker (-2017),2008,5132
1711,Meråker (-2017),2009,5225
1711,Meråker (-2017),2010,6041
1711,Meråker (-2017),2011,4922
1711,Meråker (-2017),2012,4426
1711,Meråker (-2017),2013,4658
1711,Meråker (-2017),2014,5113
1711,Meråker (-2017),2015,5353
1711,Meråker (-2017),2016,5846
1714,Stjørdal (-2017),2003,7960
1714,Stjørdal (-2017),2004,7146
1714,Stjørdal (-2017),2005,6647
1714,Stjørdal (-2017),2006,6661
1714,Stjørdal (-2017),2007,6880
1714,Stjørdal (-2017),2008,7787
1714,Stjørdal (-2017),2009,8481
1714,Stjørdal (-2017),2010,9084
1714,Stjørdal (-2017),2011,8826
1714,Stjørdal (-2017),2012,8681
1714,Stjørdal (-2017),2013,7536
1714,Stjørdal (-2017),2014,8364
1714,Stjørdal (-2017),2015,8635
1714,Stjørdal (-2017),2016,8678
1717,Frosta (-2017),2003,1635
1717,Frosta (-2017),2004,1704
1717,Frosta (-2017),2005,1801
1717,Frosta (-2017),2006,1889
1717,Frosta (-2017),2007,2282
1717,Frosta (-2017),2008,2597
1717,Frosta (-2017),2009,2477
1717,Frosta (-2017),2010,2517
1717,Frosta (-2017),2011,2577
1717,Frosta (-2017),2012,2689
1717,Frosta (-2017),2013,2643
1717,Frosta (-2017),2014,2711
1717,Frosta (-2017),2015,2358
1717,Frosta (-2017),2016,2899
1718,Leksvik (-2017),2003,2776
1718,Leksvik (-2017),2004,3096
1718,Leksvik (-2017),2005,3503
1718,Leksvik (-2017),2006,3556
1718,Leksvik (-2017),2007,3534
1718,Leksvik (-2017),2008,4464
1718,Leksvik (-2017),2009,4408
1718,Leksvik (-2017),2010,4676
1718,Leksvik (-2017),2011,4302
1718,Leksvik (-2017),2012,3948
1718,Leksvik (-2017),2013,5071
1718,Leksvik (-2017),2014,5222
1718,Leksvik (-2017),2015,4462
1718,Leksvik (-2017),2016,5026
1719,Levanger (-2017),2003,10460
1719,Levanger (-2017),2004,8956
1719,Levanger (-2017),2005,9289
1719,Levanger (-2017),2006,8807
1719,Levanger (-2017),2007,8567
1719,Levanger (-2017),2008,9100
1719,Levanger (-2017),2009,9921
1719,Levanger (-2017),2010,10482
1719,Levanger (-2017),2011,10626
1719,Levanger (-2017),2012,10781
1719,Levanger (-2017),2013,11607
1719,Levanger (-2017),2014,10834
1719,Levanger (-2017),2015,10504
1719,Levanger (-2017),2016,11482
1721,Verdal (-2017),2003,9386
1721,Verdal (-2017),2004,9838
1721,Verdal (-2017),2005,9852
1721,Verdal (-2017),2006,9398
1721,Verdal (-2017),2007,10002
1721,Verdal (-2017),2008,10552
1721,Verdal (-2017),2009,11780
1721,Verdal (-2017),2010,12966
1721,Verdal (-2017),2011,13401
1721,Verdal (-2017),2012,14476
1721,Verdal (-2017),2013,14788
1721,Verdal (-2017),2014,15944
1721,Verdal (-2017),2015,15931
1721,Verdal (-2017),2016,15382
1723,Mosvik  (-2011),2003,1231
1723,Mosvik  (-2011),2004,1112
1723,Mosvik  (-2011),2005,1182
1723,Mosvik  (-2011),2006,1256
1723,Mosvik  (-2011),2007,1344
1723,Mosvik  (-2011),2008,1742
1723,Mosvik  (-2011),2009,2018
1723,Mosvik  (-2011),2010,2130
1723,Mosvik  (-2011),2011,2260
1723,Mosvik  (-2011),2012,NA
1723,Mosvik  (-2011),2013,NA
1723,Mosvik  (-2011),2014,NA
1723,Mosvik  (-2011),2015,NA
1723,Mosvik  (-2011),2016,NA
1724,Verran (-2017),2003,3365
1724,Verran (-2017),2004,2823
1724,Verran (-2017),2005,3325
1724,Verran (-2017),2006,3078
1724,Verran (-2017),2007,2468
1724,Verran (-2017),2008,2987
1724,Verran (-2017),2009,3421
1724,Verran (-2017),2010,2762
1724,Verran (-2017),2011,2803
1724,Verran (-2017),2012,3343
1724,Verran (-2017),2013,4072
1724,Verran (-2017),2014,3555
1724,Verran (-2017),2015,3004
1724,Verran (-2017),2016,3017
1725,Namdalseid (-2017),2003,1659
1725,Namdalseid (-2017),2004,1629
1725,Namdalseid (-2017),2005,1865
1725,Namdalseid (-2017),2006,1812
1725,Namdalseid (-2017),2007,1987
1725,Namdalseid (-2017),2008,2093
1725,Namdalseid (-2017),2009,2148
1725,Namdalseid (-2017),2010,2157
1725,Namdalseid (-2017),2011,2647
1725,Namdalseid (-2017),2012,2846
1725,Namdalseid (-2017),2013,2963
1725,Namdalseid (-2017),2014,2721
1725,Namdalseid (-2017),2015,3035
1725,Namdalseid (-2017),2016,3909
1729,Inderøy (-2011),2003,3538
1729,Inderøy (-2011),2004,3712
1729,Inderøy (-2011),2005,3383
1729,Inderøy (-2011),2006,3610
1729,Inderøy (-2011),2007,3739
1729,Inderøy (-2011),2008,3656
1729,Inderøy (-2011),2009,4342
1729,Inderøy (-2011),2010,4446
1729,Inderøy (-2011),2011,5029
1729,Inderøy (-2011),2012,NA
1729,Inderøy (-2011),2013,NA
1729,Inderøy (-2011),2014,NA
1729,Inderøy (-2011),2015,NA
1729,Inderøy (-2011),2016,NA
1736,Snåase - Snåsa (-2017),2003,2853
1736,Snåase - Snåsa (-2017),2004,2981
1736,Snåase - Snåsa (-2017),2005,3143
1736,Snåase - Snåsa (-2017),2006,3510
1736,Snåase - Snåsa (-2017),2007,3530
1736,Snåase - Snåsa (-2017),2008,3868
1736,Snåase - Snåsa (-2017),2009,4357
1736,Snåase - Snåsa (-2017),2010,4506
1736,Snåase - Snåsa (-2017),2011,4795
1736,Snåase - Snåsa (-2017),2012,5748
1736,Snåase - Snåsa (-2017),2013,5657
1736,Snåase - Snåsa (-2017),2014,4861
1736,Snåase - Snåsa (-2017),2015,4778
1736,Snåase - Snåsa (-2017),2016,4077
1738,Lierne (-2017),2003,2699
1738,Lierne (-2017),2004,2707
1738,Lierne (-2017),2005,2776
1738,Lierne (-2017),2006,2827
1738,Lierne (-2017),2007,3007
1738,Lierne (-2017),2008,3173
1738,Lierne (-2017),2009,3540
1738,Lierne (-2017),2010,3449
1738,Lierne (-2017),2011,3339
1738,Lierne (-2017),2012,3324
1738,Lierne (-2017),2013,3217
1738,Lierne (-2017),2014,3525
1738,Lierne (-2017),2015,3872
1738,Lierne (-2017),2016,3552
1739,Raarvihke - Røyrvik (-2017),2003,1090
1739,Raarvihke - Røyrvik (-2017),2004,1494
1739,Raarvihke - Røyrvik (-2017),2005,1428
1739,Raarvihke - Røyrvik (-2017),2006,1495
1739,Raarvihke - Røyrvik (-2017),2007,1264
1739,Raarvihke - Røyrvik (-2017),2008,1261
1739,Raarvihke - Røyrvik (-2017),2009,1245
1739,Raarvihke - Røyrvik (-2017),2010,1242
1739,Raarvihke - Røyrvik (-2017),2011,1325
1739,Raarvihke - Røyrvik (-2017),2012,1740
1739,Raarvihke - Røyrvik (-2017),2013,2108
1739,Raarvihke - Røyrvik (-2017),2014,1853
1739,Raarvihke - Røyrvik (-2017),2015,2175
1739,Raarvihke - Røyrvik (-2017),2016,2689
1740,Namsskogan (-2017),2003,1535
1740,Namsskogan (-2017),2004,1713
1740,Namsskogan (-2017),2005,1504
1740,Namsskogan (-2017),2006,1861
1740,Namsskogan (-2017),2007,2237
1740,Namsskogan (-2017),2008,2605
1740,Namsskogan (-2017),2009,2287
1740,Namsskogan (-2017),2010,2822
1740,Namsskogan (-2017),2011,2493
1740,Namsskogan (-2017),2012,2486
1740,Namsskogan (-2017),2013,2289
1740,Namsskogan (-2017),2014,2243
1740,Namsskogan (-2017),2015,2244
1740,Namsskogan (-2017),2016,1863
1742,Grong (-2017),2003,3322
1742,Grong (-2017),2004,3668
1742,Grong (-2017),2005,3635
1742,Grong (-2017),2006,3849
1742,Grong (-2017),2007,4222
1742,Grong (-2017),2008,4697
1742,Grong (-2017),2009,4834
1742,Grong (-2017),2010,5358
1742,Grong (-2017),2011,5620
1742,Grong (-2017),2012,5771
1742,Grong (-2017),2013,6359
1742,Grong (-2017),2014,5981
1742,Grong (-2017),2015,6295
1742,Grong (-2017),2016,7047
1743,Høylandet (-2017),2003,1661
1743,Høylandet (-2017),2004,1680
1743,Høylandet (-2017),2005,1918
1743,Høylandet (-2017),2006,2018
1743,Høylandet (-2017),2007,2160
1743,Høylandet (-2017),2008,2197
1743,Høylandet (-2017),2009,2708
1743,Høylandet (-2017),2010,3122
1743,Høylandet (-2017),2011,2754
1743,Høylandet (-2017),2012,2298
1743,Høylandet (-2017),2013,2206
1743,Høylandet (-2017),2014,2572
1743,Høylandet (-2017),2015,2680
1743,Høylandet (-2017),2016,2855
1744,Overhalla (-2017),2003,3308
1744,Overhalla (-2017),2004,2977
1744,Overhalla (-2017),2005,3240
1744,Overhalla (-2017),2006,3347
1744,Overhalla (-2017),2007,3668
1744,Overhalla (-2017),2008,3982
1744,Overhalla (-2017),2009,3936
1744,Overhalla (-2017),2010,3448
1744,Overhalla (-2017),2011,4545
1744,Overhalla (-2017),2012,4515
1744,Overhalla (-2017),2013,4175
1744,Overhalla (-2017),2014,4334
1744,Overhalla (-2017),2015,4714
1744,Overhalla (-2017),2016,4607
1748,Fosnes (-2017),2003,1211
1748,Fosnes (-2017),2004,1219
1748,Fosnes (-2017),2005,1412
1748,Fosnes (-2017),2006,1541
1748,Fosnes (-2017),2007,1774
1748,Fosnes (-2017),2008,1675
1748,Fosnes (-2017),2009,1816
1748,Fosnes (-2017),2010,1905
1748,Fosnes (-2017),2011,2051
1748,Fosnes (-2017),2012,1519
1748,Fosnes (-2017),2013,2206
1748,Fosnes (-2017),2014,2241
1748,Fosnes (-2017),2015,2723
1748,Fosnes (-2017),2016,2300
1749,Flatanger (-2017),2003,1760
1749,Flatanger (-2017),2004,1629
1749,Flatanger (-2017),2005,1715
1749,Flatanger (-2017),2006,1708
1749,Flatanger (-2017),2007,1586
1749,Flatanger (-2017),2008,1739
1749,Flatanger (-2017),2009,2009
1749,Flatanger (-2017),2010,2452
1749,Flatanger (-2017),2011,2652
1749,Flatanger (-2017),2012,2819
1749,Flatanger (-2017),2013,3092
1749,Flatanger (-2017),2014,2521
1749,Flatanger (-2017),2015,2148
1749,Flatanger (-2017),2016,2435
1750,Vikna (-2017),2003,2124
1750,Vikna (-2017),2004,2711
1750,Vikna (-2017),2005,3218
1750,Vikna (-2017),2006,3258
1750,Vikna (-2017),2007,3761
1750,Vikna (-2017),2008,3755
1750,Vikna (-2017),2009,3564
1750,Vikna (-2017),2010,4395
1750,Vikna (-2017),2011,4706
1750,Vikna (-2017),2012,4429
1750,Vikna (-2017),2013,5171
1750,Vikna (-2017),2014,5952
1750,Vikna (-2017),2015,6324
1750,Vikna (-2017),2016,7140
1751,Nærøy (-2017),2003,4689
1751,Nærøy (-2017),2004,5643
1751,Nærøy (-2017),2005,5720
1751,Nærøy (-2017),2006,4727
1751,Nærøy (-2017),2007,4748
1751,Nærøy (-2017),2008,5138
1751,Nærøy (-2017),2009,5261
1751,Nærøy (-2017),2010,5227
1751,Nærøy (-2017),2011,5143
1751,Nærøy (-2017),2012,6126
1751,Nærøy (-2017),2013,7031
1751,Nærøy (-2017),2014,6507
1751,Nærøy (-2017),2015,6785
1751,Nærøy (-2017),2016,6856
1755,Leka (-2017),2003,1082
1755,Leka (-2017),2004,942
1755,Leka (-2017),2005,837
1755,Leka (-2017),2006,940
1755,Leka (-2017),2007,767
1755,Leka (-2017),2008,1140
1755,Leka (-2017),2009,1267
1755,Leka (-2017),2010,1321
1755,Leka (-2017),2011,1476
1755,Leka (-2017),2012,1580
1755,Leka (-2017),2013,1354
1755,Leka (-2017),2014,1322
1755,Leka (-2017),2015,1522
1755,Leka (-2017),2016,1495
1756,Inderøy (-2017),2003,NA
1756,Inderøy (-2017),2004,NA
1756,Inderøy (-2017),2005,NA
1756,Inderøy (-2017),2006,NA
1756,Inderøy (-2017),2007,NA
1756,Inderøy (-2017),2008,NA
1756,Inderøy (-2017),2009,NA
1756,Inderøy (-2017),2010,NA
1756,Inderøy (-2017),2011,NA
1756,Inderøy (-2017),2012,9415
1756,Inderøy (-2017),2013,10595
1756,Inderøy (-2017),2014,9616
1756,Inderøy (-2017),2015,9567
1756,Inderøy (-2017),2016,9527
1804,Bodø,2003,21375
1804,Bodø,2004,22486
1804,Bodø,2005,25075
1804,Bodø,2006,26749
1804,Bodø,2007,29278
1804,Bodø,2008,31573
1804,Bodø,2009,33309
1804,Bodø,2010,35317
1804,Bodø,2011,38432
1804,Bodø,2012,44686
1804,Bodø,2013,44796
1804,Bodø,2014,48554
1804,Bodø,2015,50665
1804,Bodø,2016,53051
1805,Narvik,2003,14955
1805,Narvik,2004,17065
1805,Narvik,2005,19720
1805,Narvik,2006,21300
1805,Narvik,2007,23162
1805,Narvik,2008,25153
1805,Narvik,2009,25485
1805,Narvik,2010,22923
1805,Narvik,2011,23598
1805,Narvik,2012,24108
1805,Narvik,2013,28057
1805,Narvik,2014,29347
1805,Narvik,2015,29308
1805,Narvik,2016,29113
1811,Bindal,2003,1946
1811,Bindal,2004,2143
1811,Bindal,2005,2835
1811,Bindal,2006,2906
1811,Bindal,2007,2759
1811,Bindal,2008,2984
1811,Bindal,2009,2997
1811,Bindal,2010,3407
1811,Bindal,2011,3705
1811,Bindal,2012,4003
1811,Bindal,2013,3959
1811,Bindal,2014,3398
1811,Bindal,2015,3753
1811,Bindal,2016,3714
1812,Sømna,2003,2366
1812,Sømna,2004,2980
1812,Sømna,2005,2654
1812,Sømna,2006,2703
1812,Sømna,2007,2889
1812,Sømna,2008,3089
1812,Sømna,2009,3573
1812,Sømna,2010,4070
1812,Sømna,2011,4151
1812,Sømna,2012,4262
1812,Sømna,2013,4440
1812,Sømna,2014,4296
1812,Sømna,2015,4462
1812,Sømna,2016,4921
1813,Brønnøy,2003,6602
1813,Brønnøy,2004,7646
1813,Brønnøy,2005,6818
1813,Brønnøy,2006,6714
1813,Brønnøy,2007,7109
1813,Brønnøy,2008,8104
1813,Brønnøy,2009,8770
1813,Brønnøy,2010,8881
1813,Brønnøy,2011,8909
1813,Brønnøy,2012,9528
1813,Brønnøy,2013,9832
1813,Brønnøy,2014,10603
1813,Brønnøy,2015,9991
1813,Brønnøy,2016,11256
1815,Vega,2003,3290
1815,Vega,2004,3399
1815,Vega,2005,3305
1815,Vega,2006,3074
1815,Vega,2007,2900
1815,Vega,2008,3053
1815,Vega,2009,3181
1815,Vega,2010,3491
1815,Vega,2011,3464
1815,Vega,2012,3243
1815,Vega,2013,3410
1815,Vega,2014,3657
1815,Vega,2015,4198
1815,Vega,2016,4113
1816,Vevelstad,2003,1515
1816,Vevelstad,2004,1493
1816,Vevelstad,2005,1379
1816,Vevelstad,2006,1203
1816,Vevelstad,2007,1030
1816,Vevelstad,2008,1470
1816,Vevelstad,2009,1420
1816,Vevelstad,2010,1490
1816,Vevelstad,2011,1831
1816,Vevelstad,2012,1961
1816,Vevelstad,2013,2089
1816,Vevelstad,2014,2142
1816,Vevelstad,2015,2020
1816,Vevelstad,2016,2296
1818,Herøy (Nordland),2003,2089
1818,Herøy (Nordland),2004,2488
1818,Herøy (Nordland),2005,2359
1818,Herøy (Nordland),2006,2408
1818,Herøy (Nordland),2007,2230
1818,Herøy (Nordland),2008,2254
1818,Herøy (Nordland),2009,2141
1818,Herøy (Nordland),2010,2288
1818,Herøy (Nordland),2011,2185
1818,Herøy (Nordland),2012,2358
1818,Herøy (Nordland),2013,2445
1818,Herøy (Nordland),2014,2517
1818,Herøy (Nordland),2015,2480
1818,Herøy (Nordland),2016,2594
1820,Alstahaug,2003,4098
1820,Alstahaug,2004,4240
1820,Alstahaug,2005,4148
1820,Alstahaug,2006,4468
1820,Alstahaug,2007,4536
1820,Alstahaug,2008,4876
1820,Alstahaug,2009,4896
1820,Alstahaug,2010,5355
1820,Alstahaug,2011,4939
1820,Alstahaug,2012,5545
1820,Alstahaug,2013,7238
1820,Alstahaug,2014,7223
1820,Alstahaug,2015,8802
1820,Alstahaug,2016,8093
1822,Leirfjord,2003,1858
1822,Leirfjord,2004,2345
1822,Leirfjord,2005,2354
1822,Leirfjord,2006,2299
1822,Leirfjord,2007,2219
1822,Leirfjord,2008,2846
1822,Leirfjord,2009,2660
1822,Leirfjord,2010,3135
1822,Leirfjord,2011,3221
1822,Leirfjord,2012,3748
1822,Leirfjord,2013,4340
1822,Leirfjord,2014,4040
1822,Leirfjord,2015,4265
1822,Leirfjord,2016,3923
1824,Vefsn,2003,11796
1824,Vefsn,2004,12323
1824,Vefsn,2005,13506
1824,Vefsn,2006,11727
1824,Vefsn,2007,12330
1824,Vefsn,2008,13080
1824,Vefsn,2009,14007
1824,Vefsn,2010,14466
1824,Vefsn,2011,16278
1824,Vefsn,2012,17110
1824,Vefsn,2013,16906
1824,Vefsn,2014,18925
1824,Vefsn,2015,19216
1824,Vefsn,2016,22210
1825,Grane,2003,2066
1825,Grane,2004,1835
1825,Grane,2005,1905
1825,Grane,2006,1742
1825,Grane,2007,1539
1825,Grane,2008,1501
1825,Grane,2009,1178
1825,Grane,2010,1401
1825,Grane,2011,1995
1825,Grane,2012,2200
1825,Grane,2013,2314
1825,Grane,2014,2378
1825,Grane,2015,2326
1825,Grane,2016,2561
1826,Hattfjelldal,2003,326
1826,Hattfjelldal,2004,1324
1826,Hattfjelldal,2005,1452
1826,Hattfjelldal,2006,1707
1826,Hattfjelldal,2007,1882
1826,Hattfjelldal,2008,2135
1826,Hattfjelldal,2009,1953
1826,Hattfjelldal,2010,2165
1826,Hattfjelldal,2011,2080
1826,Hattfjelldal,2012,1360
1826,Hattfjelldal,2013,1246
1826,Hattfjelldal,2014,1268
1826,Hattfjelldal,2015,1313
1826,Hattfjelldal,2016,1449
1827,Dønna,2003,1578
1827,Dønna,2004,1895
1827,Dønna,2005,1886
1827,Dønna,2006,1857
1827,Dønna,2007,1849
1827,Dønna,2008,1979
1827,Dønna,2009,2255
1827,Dønna,2010,2379
1827,Dønna,2011,2513
1827,Dønna,2012,2304
1827,Dønna,2013,2042
1827,Dønna,2014,2812
1827,Dønna,2015,2542
1827,Dønna,2016,3049
1828,Nesna,2003,1526
1828,Nesna,2004,1677
1828,Nesna,2005,1633
1828,Nesna,2006,1639
1828,Nesna,2007,1878
1828,Nesna,2008,2264
1828,Nesna,2009,2140
1828,Nesna,2010,2372
1828,Nesna,2011,2467
1828,Nesna,2012,3118
1828,Nesna,2013,2991
1828,Nesna,2014,2818
1828,Nesna,2015,2625
1828,Nesna,2016,2213
1832,Hemnes,2003,5767
1832,Hemnes,2004,6044
1832,Hemnes,2005,6398
1832,Hemnes,2006,6596
1832,Hemnes,2007,7156
1832,Hemnes,2008,5366
1832,Hemnes,2009,5855
1832,Hemnes,2010,6149
1832,Hemnes,2011,6578
1832,Hemnes,2012,7835
1832,Hemnes,2013,6691
1832,Hemnes,2014,6957
1832,Hemnes,2015,7137
1832,Hemnes,2016,7531
1833,Rana,2003,18741
1833,Rana,2004,19409
1833,Rana,2005,20508
1833,Rana,2006,22029
1833,Rana,2007,24761
1833,Rana,2008,26311
1833,Rana,2009,28548
1833,Rana,2010,29677
1833,Rana,2011,31761
1833,Rana,2012,34277
1833,Rana,2013,35834
1833,Rana,2014,35299
1833,Rana,2015,33520
1833,Rana,2016,34266
1834,Lurøy,2003,1137
1834,Lurøy,2004,1386
1834,Lurøy,2005,1535
1834,Lurøy,2006,1303
1834,Lurøy,2007,1321
1834,Lurøy,2008,1340
1834,Lurøy,2009,1247
1834,Lurøy,2010,1165
1834,Lurøy,2011,1206
1834,Lurøy,2012,1337
1834,Lurøy,2013,1405
1834,Lurøy,2014,1071
1834,Lurøy,2015,1152
1834,Lurøy,2016,1318
1835,Træna,2003,803
1835,Træna,2004,644
1835,Træna,2005,754
1835,Træna,2006,760
1835,Træna,2007,793
1835,Træna,2008,817
1835,Træna,2009,1001
1835,Træna,2010,1356
1835,Træna,2011,1636
1835,Træna,2012,1832
1835,Træna,2013,1500
1835,Træna,2014,1310
1835,Træna,2015,1305
1835,Træna,2016,1519
1836,Rødøy,2003,1475
1836,Rødøy,2004,1346
1836,Rødøy,2005,1153
1836,Rødøy,2006,1248
1836,Rødøy,2007,1413
1836,Rødøy,2008,1894
1836,Rødøy,2009,1958
1836,Rødøy,2010,1911
1836,Rødøy,2011,1928
1836,Rødøy,2012,2117
1836,Rødøy,2013,2123
1836,Rødøy,2014,1739
1836,Rødøy,2015,1571
1836,Rødøy,2016,1191
1837,Meløy,2003,6805
1837,Meløy,2004,7101
1837,Meløy,2005,7438
1837,Meløy,2006,7867
1837,Meløy,2007,8590
1837,Meløy,2008,8955
1837,Meløy,2009,9259
1837,Meløy,2010,9539
1837,Meløy,2011,9956
1837,Meløy,2012,10327
1837,Meløy,2013,10926
1837,Meløy,2014,10590
1837,Meløy,2015,10717
1837,Meløy,2016,10161
1838,Gildeskål,2003,3675
1838,Gildeskål,2004,3568
1838,Gildeskål,2005,3405
1838,Gildeskål,2006,3396
1838,Gildeskål,2007,4158
1838,Gildeskål,2008,4148
1838,Gildeskål,2009,4259
1838,Gildeskål,2010,4406
1838,Gildeskål,2011,4253
1838,Gildeskål,2012,4080
1838,Gildeskål,2013,4632
1838,Gildeskål,2014,4826
1838,Gildeskål,2015,5364
1838,Gildeskål,2016,5442
1839,Beiarn,2003,1704
1839,Beiarn,2004,2152
1839,Beiarn,2005,2520
1839,Beiarn,2006,2373
1839,Beiarn,2007,2038
1839,Beiarn,2008,2820
1839,Beiarn,2009,2704
1839,Beiarn,2010,3280
1839,Beiarn,2011,3976
1839,Beiarn,2012,3854
1839,Beiarn,2013,3866
1839,Beiarn,2014,4625
1839,Beiarn,2015,3589
1839,Beiarn,2016,3943
1840,Saltdal,2003,5583
1840,Saltdal,2004,6613
1840,Saltdal,2005,5569
1840,Saltdal,2006,6061
1840,Saltdal,2007,5534
1840,Saltdal,2008,6841
1840,Saltdal,2009,6622
1840,Saltdal,2010,7090
1840,Saltdal,2011,7519
1840,Saltdal,2012,7761
1840,Saltdal,2013,7520
1840,Saltdal,2014,7782
1840,Saltdal,2015,8246
1840,Saltdal,2016,8520
1841,Fauske - Fuosko,2003,8265
1841,Fauske - Fuosko,2004,9091
