knr,kname,year,user_payment_nh
1841,Fauske - Fuosko,2005,9362
1841,Fauske - Fuosko,2006,9581
1841,Fauske - Fuosko,2007,10287
1841,Fauske - Fuosko,2008,11176
1841,Fauske - Fuosko,2009,11311
1841,Fauske - Fuosko,2010,11461
1841,Fauske - Fuosko,2011,11546
1841,Fauske - Fuosko,2012,11976
1841,Fauske - Fuosko,2013,12276
1841,Fauske - Fuosko,2014,12450
1841,Fauske - Fuosko,2015,12930
1841,Fauske - Fuosko,2016,13222
1842,Skjerstad (-2004),2003,1532
1842,Skjerstad (-2004),2004,1731
1842,Skjerstad (-2004),2005,NA
1842,Skjerstad (-2004),2006,NA
1842,Skjerstad (-2004),2007,NA
1842,Skjerstad (-2004),2008,NA
1842,Skjerstad (-2004),2009,NA
1842,Skjerstad (-2004),2010,NA
1842,Skjerstad (-2004),2011,NA
1842,Skjerstad (-2004),2012,NA
1842,Skjerstad (-2004),2013,NA
1842,Skjerstad (-2004),2014,NA
1842,Skjerstad (-2004),2015,NA
1842,Skjerstad (-2004),2016,NA
1845,Sørfold,2003,2765
1845,Sørfold,2004,2960
1845,Sørfold,2005,3063
1845,Sørfold,2006,3121
1845,Sørfold,2007,3355
1845,Sørfold,2008,3324
1845,Sørfold,2009,3821
1845,Sørfold,2010,4160
1845,Sørfold,2011,3180
1845,Sørfold,2012,3248
1845,Sørfold,2013,3586
1845,Sørfold,2014,3506
1845,Sørfold,2015,3341
1845,Sørfold,2016,3465
1848,Steigen,2003,5319
1848,Steigen,2004,3692
1848,Steigen,2005,3807
1848,Steigen,2006,4170
1848,Steigen,2007,4766
1848,Steigen,2008,4800
1848,Steigen,2009,5369
1848,Steigen,2010,7587
1848,Steigen,2011,5259
1848,Steigen,2012,5163
1848,Steigen,2013,5000
1848,Steigen,2014,5050
1848,Steigen,2015,5304
1848,Steigen,2016,5155
1849,Hamarøy - Hábmer,2003,2397
1849,Hamarøy - Hábmer,2004,2651
1849,Hamarøy - Hábmer,2005,2803
1849,Hamarøy - Hábmer,2006,3037
1849,Hamarøy - Hábmer,2007,3617
1849,Hamarøy - Hábmer,2008,3505
1849,Hamarøy - Hábmer,2009,3752
1849,Hamarøy - Hábmer,2010,4076
1849,Hamarøy - Hábmer,2011,3923
1849,Hamarøy - Hábmer,2012,3974
1849,Hamarøy - Hábmer,2013,4826
1849,Hamarøy - Hábmer,2014,4426
1849,Hamarøy - Hábmer,2015,3730
1849,Hamarøy - Hábmer,2016,3692
1850,Divtasvuodna - Tysfjord,2003,3106
1850,Divtasvuodna - Tysfjord,2004,3064
1850,Divtasvuodna - Tysfjord,2005,2877
1850,Divtasvuodna - Tysfjord,2006,2814
1850,Divtasvuodna - Tysfjord,2007,2744
1850,Divtasvuodna - Tysfjord,2008,1967
1850,Divtasvuodna - Tysfjord,2009,2082
1850,Divtasvuodna - Tysfjord,2010,2405
1850,Divtasvuodna - Tysfjord,2011,2678
1850,Divtasvuodna - Tysfjord,2012,2878
1850,Divtasvuodna - Tysfjord,2013,3213
1850,Divtasvuodna - Tysfjord,2014,3007
1850,Divtasvuodna - Tysfjord,2015,2890
1850,Divtasvuodna - Tysfjord,2016,3507
1851,Lødingen,2003,2207
1851,Lødingen,2004,2218
1851,Lødingen,2005,2466
1851,Lødingen,2006,1014
1851,Lødingen,2007,1532
1851,Lødingen,2008,1006
1851,Lødingen,2009,1093
1851,Lødingen,2010,913
1851,Lødingen,2011,1412
1851,Lødingen,2012,4479
1851,Lødingen,2013,4601
1851,Lødingen,2014,4824
1851,Lødingen,2015,4655
1851,Lødingen,2016,4915
1852,Tjeldsund,2003,244
1852,Tjeldsund,2004,383
1852,Tjeldsund,2005,670
1852,Tjeldsund,2006,474
1852,Tjeldsund,2007,279
1852,Tjeldsund,2008,1916
1852,Tjeldsund,2009,2674
1852,Tjeldsund,2010,2968
1852,Tjeldsund,2011,3067
1852,Tjeldsund,2012,2937
1852,Tjeldsund,2013,3256
1852,Tjeldsund,2014,3336
1852,Tjeldsund,2015,3535
1852,Tjeldsund,2016,3739
1853,Evenes,2003,1564
1853,Evenes,2004,1639
1853,Evenes,2005,1964
1853,Evenes,2006,1829
1853,Evenes,2007,1842
1853,Evenes,2008,2064
1853,Evenes,2009,2384
1853,Evenes,2010,2855
1853,Evenes,2011,2995
1853,Evenes,2012,3192
1853,Evenes,2013,3130
1853,Evenes,2014,2884
1853,Evenes,2015,3153
1853,Evenes,2016,2631
1854,Ballangen,2003,2808
1854,Ballangen,2004,2805
1854,Ballangen,2005,3483
1854,Ballangen,2006,3939
1854,Ballangen,2007,3898
1854,Ballangen,2008,3779
1854,Ballangen,2009,4776
1854,Ballangen,2010,5353
1854,Ballangen,2011,5807
1854,Ballangen,2012,5519
1854,Ballangen,2013,5475
1854,Ballangen,2014,5434
1854,Ballangen,2015,4717
1854,Ballangen,2016,4348
1856,Røst,2003,794
1856,Røst,2004,992
1856,Røst,2005,744
1856,Røst,2006,659
1856,Røst,2007,538
1856,Røst,2008,624
1856,Røst,2009,791
1856,Røst,2010,790
1856,Røst,2011,924
1856,Røst,2012,1054
1856,Røst,2013,1499
1856,Røst,2014,1554
1856,Røst,2015,1570
1856,Røst,2016,1794
1857,Værøy,2003,39
1857,Værøy,2004,1050
1857,Værøy,2005,1184
1857,Værøy,2006,1071
1857,Værøy,2007,1263
1857,Værøy,2008,1412
1857,Værøy,2009,1645
1857,Værøy,2010,1765
1857,Værøy,2011,1377
1857,Værøy,2012,1164
1857,Værøy,2013,1195
1857,Værøy,2014,1525
1857,Værøy,2015,1723
1857,Værøy,2016,2007
1859,Flakstad,2003,1796
1859,Flakstad,2004,2344
1859,Flakstad,2005,2242
1859,Flakstad,2006,2535
1859,Flakstad,2007,2827
1859,Flakstad,2008,2794
1859,Flakstad,2009,2673
1859,Flakstad,2010,2626
1859,Flakstad,2011,3216
1859,Flakstad,2012,3039
1859,Flakstad,2013,2955
1859,Flakstad,2014,2668
1859,Flakstad,2015,2703
1859,Flakstad,2016,2976
1860,Vestvågøy,2003,9693
1860,Vestvågøy,2004,10286
1860,Vestvågøy,2005,10021
1860,Vestvågøy,2006,10587
1860,Vestvågøy,2007,11910
1860,Vestvågøy,2008,13157
1860,Vestvågøy,2009,14136
1860,Vestvågøy,2010,14120
1860,Vestvågøy,2011,14245
1860,Vestvågøy,2012,14865
1860,Vestvågøy,2013,15021
1860,Vestvågøy,2014,15785
1860,Vestvågøy,2015,14784
1860,Vestvågøy,2016,14377
1865,Vågan,2003,7774
1865,Vågan,2004,7598
1865,Vågan,2005,7022
1865,Vågan,2006,7173
1865,Vågan,2007,10066
1865,Vågan,2008,11163
1865,Vågan,2009,10781
1865,Vågan,2010,10978
1865,Vågan,2011,11798
1865,Vågan,2012,11995
1865,Vågan,2013,12515
1865,Vågan,2014,13001
1865,Vågan,2015,15137
1865,Vågan,2016,13867
1866,Hadsel,2003,7289
1866,Hadsel,2004,7899
1866,Hadsel,2005,8363
1866,Hadsel,2006,8694
1866,Hadsel,2007,8644
1866,Hadsel,2008,8893
1866,Hadsel,2009,10519
1866,Hadsel,2010,10648
1866,Hadsel,2011,11545
1866,Hadsel,2012,11502
1866,Hadsel,2013,11803
1866,Hadsel,2014,11390
1866,Hadsel,2015,11402
1866,Hadsel,2016,10982
1867,Bø (Nordland),2003,5239
1867,Bø (Nordland),2004,4961
1867,Bø (Nordland),2005,5120
1867,Bø (Nordland),2006,5117
1867,Bø (Nordland),2007,5371
1867,Bø (Nordland),2008,6224
1867,Bø (Nordland),2009,5706
1867,Bø (Nordland),2010,6064
1867,Bø (Nordland),2011,6069
1867,Bø (Nordland),2012,5810
1867,Bø (Nordland),2013,6557
1867,Bø (Nordland),2014,6836
1867,Bø (Nordland),2015,6740
1867,Bø (Nordland),2016,7506
1868,Øksnes,2003,4195
1868,Øksnes,2004,4569
1868,Øksnes,2005,5150
1868,Øksnes,2006,5320
1868,Øksnes,2007,5634
1868,Øksnes,2008,6047
1868,Øksnes,2009,5945
1868,Øksnes,2010,6160
1868,Øksnes,2011,6526
1868,Øksnes,2012,6419
1868,Øksnes,2013,6614
1868,Øksnes,2014,7065
1868,Øksnes,2015,6889
1868,Øksnes,2016,7709
1870,Sortland - Suortá,2003,4827
1870,Sortland - Suortá,2004,5130
1870,Sortland - Suortá,2005,5481
1870,Sortland - Suortá,2006,5754
1870,Sortland - Suortá,2007,6341
1870,Sortland - Suortá,2008,6564
1870,Sortland - Suortá,2009,6293
1870,Sortland - Suortá,2010,5293
1870,Sortland - Suortá,2011,3762
1870,Sortland - Suortá,2012,5102
1870,Sortland - Suortá,2013,9014
1870,Sortland - Suortá,2014,9831
1870,Sortland - Suortá,2015,9146
1870,Sortland - Suortá,2016,9786
1871,Andøy,2003,NA
1871,Andøy,2004,7237
1871,Andøy,2005,7115
1871,Andøy,2006,7188
1871,Andøy,2007,8130
1871,Andøy,2008,8499
1871,Andøy,2009,6654
1871,Andøy,2010,7776
1871,Andøy,2011,6852
1871,Andøy,2012,7552
1871,Andøy,2013,9089
1871,Andøy,2014,7259
1871,Andøy,2015,7007
1871,Andøy,2016,7057
1874,Moskenes,2003,1679
1874,Moskenes,2004,1876
1874,Moskenes,2005,1925
1874,Moskenes,2006,1881
1874,Moskenes,2007,2367
1874,Moskenes,2008,1477
1874,Moskenes,2009,2438
1874,Moskenes,2010,2616
1874,Moskenes,2011,2497
1874,Moskenes,2012,2690
1874,Moskenes,2013,1800
1874,Moskenes,2014,1536
1874,Moskenes,2015,2198
1874,Moskenes,2016,1761
1901,Harstad (-2012),2003,19760
1901,Harstad (-2012),2004,21008
1901,Harstad (-2012),2005,21368
1901,Harstad (-2012),2006,22934
1901,Harstad (-2012),2007,25107
1901,Harstad (-2012),2008,25988
1901,Harstad (-2012),2009,26945
1901,Harstad (-2012),2010,26242
1901,Harstad (-2012),2011,27840
1901,Harstad (-2012),2012,20984
1901,Harstad (-2012),2013,NA
1901,Harstad (-2012),2014,NA
1901,Harstad (-2012),2015,NA
1901,Harstad (-2012),2016,NA
1902,Tromsø,2003,30754
1902,Tromsø,2004,31316
1902,Tromsø,2005,32412
1902,Tromsø,2006,34410
1902,Tromsø,2007,37446
1902,Tromsø,2008,39591
1902,Tromsø,2009,39483
1902,Tromsø,2010,48761
1902,Tromsø,2011,51780
1902,Tromsø,2012,55049
1902,Tromsø,2013,57136
1902,Tromsø,2014,60752
1902,Tromsø,2015,63276
1902,Tromsø,2016,65672
1903,Harstad - Hárstták,2003,NA
1903,Harstad - Hárstták,2004,NA
1903,Harstad - Hárstták,2005,NA
1903,Harstad - Hárstták,2006,NA
1903,Harstad - Hárstták,2007,NA
1903,Harstad - Hárstták,2008,NA
1903,Harstad - Hárstták,2009,NA
1903,Harstad - Hárstták,2010,NA
1903,Harstad - Hárstták,2011,NA
1903,Harstad - Hárstták,2012,NA
1903,Harstad - Hárstták,2013,27988
1903,Harstad - Hárstták,2014,30165
1903,Harstad - Hárstták,2015,31295
1903,Harstad - Hárstták,2016,31977
1911,Kvæfjord,2003,4811
1911,Kvæfjord,2004,4977
1911,Kvæfjord,2005,4952
1911,Kvæfjord,2006,4563
1911,Kvæfjord,2007,4317
1911,Kvæfjord,2008,4171
1911,Kvæfjord,2009,4334
1911,Kvæfjord,2010,4283
1911,Kvæfjord,2011,4756
1911,Kvæfjord,2012,5647
1911,Kvæfjord,2013,5834
1911,Kvæfjord,2014,5968
1911,Kvæfjord,2015,5416
1911,Kvæfjord,2016,5189
1913,Skånland,2003,4102
1913,Skånland,2004,4359
1913,Skånland,2005,4548
1913,Skånland,2006,4813
1913,Skånland,2007,4533
1913,Skånland,2008,5189
1913,Skånland,2009,5557
1913,Skånland,2010,5446
1913,Skånland,2011,5611
1913,Skånland,2012,4703
1913,Skånland,2013,5015
1913,Skånland,2014,5235
1913,Skånland,2015,5273
1913,Skånland,2016,6387
1915,Bjarkøy (-2012),2003,1093
1915,Bjarkøy (-2012),2004,1261
1915,Bjarkøy (-2012),2005,1219
1915,Bjarkøy (-2012),2006,1477
1915,Bjarkøy (-2012),2007,1475
1915,Bjarkøy (-2012),2008,1088
1915,Bjarkøy (-2012),2009,1280
1915,Bjarkøy (-2012),2010,1324
1915,Bjarkøy (-2012),2011,1311
1915,Bjarkøy (-2012),2012,1239
1915,Bjarkøy (-2012),2013,NA
1915,Bjarkøy (-2012),2014,NA
1915,Bjarkøy (-2012),2015,NA
1915,Bjarkøy (-2012),2016,NA
1917,Ibestad,2003,2957
1917,Ibestad,2004,2762
1917,Ibestad,2005,2945
1917,Ibestad,2006,3625
1917,Ibestad,2007,3646
1917,Ibestad,2008,4196
1917,Ibestad,2009,4580
1917,Ibestad,2010,4893
1917,Ibestad,2011,4508
1917,Ibestad,2012,4250
1917,Ibestad,2013,4896
1917,Ibestad,2014,4450
1917,Ibestad,2015,4197
1917,Ibestad,2016,4381
1919,Gratangen,2003,1628
1919,Gratangen,2004,1725
1919,Gratangen,2005,1744
1919,Gratangen,2006,2024
1919,Gratangen,2007,2075
1919,Gratangen,2008,2290
1919,Gratangen,2009,2644
1919,Gratangen,2010,2340
1919,Gratangen,2011,2993
1919,Gratangen,2012,2767
1919,Gratangen,2013,2790
1919,Gratangen,2014,2257
1919,Gratangen,2015,2628
1919,Gratangen,2016,2721
1920,Loabák - Lavangen,2003,1762
1920,Loabák - Lavangen,2004,1749
1920,Loabák - Lavangen,2005,1578
1920,Loabák - Lavangen,2006,1670
1920,Loabák - Lavangen,2007,1992
1920,Loabák - Lavangen,2008,2338
1920,Loabák - Lavangen,2009,2652
1920,Loabák - Lavangen,2010,2272
1920,Loabák - Lavangen,2011,2564
1920,Loabák - Lavangen,2012,1921
1920,Loabák - Lavangen,2013,1759
1920,Loabák - Lavangen,2014,1968
1920,Loabák - Lavangen,2015,2323
1920,Loabák - Lavangen,2016,2934
1922,Bardu,2003,3207
1922,Bardu,2004,3347
1922,Bardu,2005,3428
1922,Bardu,2006,3412
1922,Bardu,2007,4080
1922,Bardu,2008,5007
1922,Bardu,2009,5690
1922,Bardu,2010,5764
1922,Bardu,2011,6223
1922,Bardu,2012,6059
1922,Bardu,2013,6113
1922,Bardu,2014,6581
1922,Bardu,2015,5146
1922,Bardu,2016,5104
1923,Salangen,2003,0
1923,Salangen,2004,0
1923,Salangen,2005,0
1923,Salangen,2006,0
1923,Salangen,2007,0
1923,Salangen,2008,0
1923,Salangen,2009,0
1923,Salangen,2010,0
1923,Salangen,2011,0
1923,Salangen,2012,0
1923,Salangen,2013,2825
1923,Salangen,2014,3011
1923,Salangen,2015,3449
1923,Salangen,2016,3209
1924,Målselv,2003,6825
1924,Målselv,2004,6801
1924,Målselv,2005,6822
1924,Målselv,2006,6543
1924,Målselv,2007,7677
1924,Målselv,2008,8863
1924,Målselv,2009,8826
1924,Målselv,2010,8851
1924,Målselv,2011,9393
1924,Målselv,2012,9653
1924,Målselv,2013,10336
1924,Målselv,2014,10214
1924,Målselv,2015,9105
1924,Målselv,2016,9978
1925,Sørreisa,2003,2683
1925,Sørreisa,2004,3018
1925,Sørreisa,2005,2694
1925,Sørreisa,2006,2555
1925,Sørreisa,2007,2730
1925,Sørreisa,2008,2981
1925,Sørreisa,2009,3037
1925,Sørreisa,2010,3082
1925,Sørreisa,2011,3153
1925,Sørreisa,2012,3164
1925,Sørreisa,2013,3434
1925,Sørreisa,2014,3684
1925,Sørreisa,2015,3763
1925,Sørreisa,2016,3269
1926,Dyrøy,2003,2090
1926,Dyrøy,2004,2363
1926,Dyrøy,2005,2341
1926,Dyrøy,2006,2360
1926,Dyrøy,2007,2656
1926,Dyrøy,2008,2991
1926,Dyrøy,2009,2899
1926,Dyrøy,2010,2907
1926,Dyrøy,2011,2949
1926,Dyrøy,2012,3060
1926,Dyrøy,2013,3337
1926,Dyrøy,2014,3746
1926,Dyrøy,2015,3338
1926,Dyrøy,2016,3547
1927,Tranøy,2003,2336
1927,Tranøy,2004,2189
1927,Tranøy,2005,2185
1927,Tranøy,2006,2341
1927,Tranøy,2007,2662
1927,Tranøy,2008,3021
1927,Tranøy,2009,2986
1927,Tranøy,2010,3065
1927,Tranøy,2011,3455
1927,Tranøy,2012,3417
1927,Tranøy,2013,3685
1927,Tranøy,2014,3651
1927,Tranøy,2015,3466
1927,Tranøy,2016,3636
1928,Torsken,2003,NA
1928,Torsken,2004,NA
1928,Torsken,2005,NA
1928,Torsken,2006,NA
1928,Torsken,2007,NA
1928,Torsken,2008,NA
1928,Torsken,2009,NA
1928,Torsken,2010,NA
1928,Torsken,2011,NA
1928,Torsken,2012,3474
1928,Torsken,2013,4219
1928,Torsken,2014,4111
1928,Torsken,2015,4140
1928,Torsken,2016,4706
1929,Berg,2003,1740
1929,Berg,2004,2194
1929,Berg,2005,2295
1929,Berg,2006,1970
1929,Berg,2007,2063
1929,Berg,2008,2113
1929,Berg,2009,2154
1929,Berg,2010,2559
1929,Berg,2011,2709
1929,Berg,2012,2826
1929,Berg,2013,2753
1929,Berg,2014,2108
1929,Berg,2015,2517
1929,Berg,2016,2749
1931,Lenvik,2003,8961
1931,Lenvik,2004,9434
1931,Lenvik,2005,7545
1931,Lenvik,2006,9016
1931,Lenvik,2007,9723
1931,Lenvik,2008,10592
1931,Lenvik,2009,11682
1931,Lenvik,2010,10149
1931,Lenvik,2011,11911
1931,Lenvik,2012,15141
1931,Lenvik,2013,15786
1931,Lenvik,2014,16650
1931,Lenvik,2015,16887
1931,Lenvik,2016,17486
1933,Balsfjord,2003,5420
1933,Balsfjord,2004,5240
1933,Balsfjord,2005,6163
1933,Balsfjord,2006,6532
1933,Balsfjord,2007,6710
1933,Balsfjord,2008,6956
1933,Balsfjord,2009,7226
1933,Balsfjord,2010,7377
1933,Balsfjord,2011,8249
1933,Balsfjord,2012,8984
1933,Balsfjord,2013,10374
1933,Balsfjord,2014,10823
1933,Balsfjord,2015,11959
1933,Balsfjord,2016,11785
1936,Karlsøy,2003,2201
1936,Karlsøy,2004,2191
1936,Karlsøy,2005,2509
1936,Karlsøy,2006,2565
1936,Karlsøy,2007,2747
1936,Karlsøy,2008,3126
1936,Karlsøy,2009,2886
1936,Karlsøy,2010,3712
1936,Karlsøy,2011,3775
1936,Karlsøy,2012,3592
1936,Karlsøy,2013,4181
1936,Karlsøy,2014,4409
1936,Karlsøy,2015,4638
1936,Karlsøy,2016,5796
1938,Lyngen,2003,2377
1938,Lyngen,2004,2219
1938,Lyngen,2005,2278
1938,Lyngen,2006,2349
1938,Lyngen,2007,2244
1938,Lyngen,2008,2460
1938,Lyngen,2009,2591
1938,Lyngen,2010,3809
1938,Lyngen,2011,3349
1938,Lyngen,2012,3319
1938,Lyngen,2013,3546
1938,Lyngen,2014,4412
1938,Lyngen,2015,4439
1938,Lyngen,2016,4956
1939,Storfjord - Omasvuotna - Omasvuono,2003,1788
1939,Storfjord - Omasvuotna - Omasvuono,2004,2296
1939,Storfjord - Omasvuotna - Omasvuono,2005,2431
1939,Storfjord - Omasvuotna - Omasvuono,2006,2168
1939,Storfjord - Omasvuotna - Omasvuono,2007,2363
1939,Storfjord - Omasvuotna - Omasvuono,2008,3054
1939,Storfjord - Omasvuotna - Omasvuono,2009,3154
1939,Storfjord - Omasvuotna - Omasvuono,2010,2824
1939,Storfjord - Omasvuotna - Omasvuono,2011,2782
1939,Storfjord - Omasvuotna - Omasvuono,2012,2903
1939,Storfjord - Omasvuotna - Omasvuono,2013,2254
1939,Storfjord - Omasvuotna - Omasvuono,2014,2170
1939,Storfjord - Omasvuotna - Omasvuono,2015,2656
1939,Storfjord - Omasvuotna - Omasvuono,2016,2649
1940,Gáivuotna - Kåfjord - Kaivuono,2003,2236
1940,Gáivuotna - Kåfjord - Kaivuono,2004,2255
1940,Gáivuotna - Kåfjord - Kaivuono,2005,2080
1940,Gáivuotna - Kåfjord - Kaivuono,2006,2495
1940,Gáivuotna - Kåfjord - Kaivuono,2007,2798
1940,Gáivuotna - Kåfjord - Kaivuono,2008,2887
1940,Gáivuotna - Kåfjord - Kaivuono,2009,2880
1940,Gáivuotna - Kåfjord - Kaivuono,2010,2663
1940,Gáivuotna - Kåfjord - Kaivuono,2011,2840
1940,Gáivuotna - Kåfjord - Kaivuono,2012,2778
1940,Gáivuotna - Kåfjord - Kaivuono,2013,3366
1940,Gáivuotna - Kåfjord - Kaivuono,2014,3644
1940,Gáivuotna - Kåfjord - Kaivuono,2015,4339
1940,Gáivuotna - Kåfjord - Kaivuono,2016,3866
1941,Skjervøy,2003,2312
1941,Skjervøy,2004,1977
1941,Skjervøy,2005,2287
1941,Skjervøy,2006,2722
1941,Skjervøy,2007,2681
1941,Skjervøy,2008,3181
1941,Skjervøy,2009,3603
1941,Skjervøy,2010,3738
1941,Skjervøy,2011,3855
1941,Skjervøy,2012,4060
1941,Skjervøy,2013,4347
1941,Skjervøy,2014,4793
1941,Skjervøy,2015,4968
1941,Skjervøy,2016,5234
1942,Nordreisa - Ráisa - Raisi,2003,4372
1942,Nordreisa - Ráisa - Raisi,2004,4682
1942,Nordreisa - Ráisa - Raisi,2005,4758
1942,Nordreisa - Ráisa - Raisi,2006,5841
1942,Nordreisa - Ráisa - Raisi,2007,6190
1942,Nordreisa - Ráisa - Raisi,2008,6708
1942,Nordreisa - Ráisa - Raisi,2009,7854
1942,Nordreisa - Ráisa - Raisi,2010,7598
1942,Nordreisa - Ráisa - Raisi,2011,7829
1942,Nordreisa - Ráisa - Raisi,2012,9475
1942,Nordreisa - Ráisa - Raisi,2013,8763
1942,Nordreisa - Ráisa - Raisi,2014,9389
1942,Nordreisa - Ráisa - Raisi,2015,10202
1942,Nordreisa - Ráisa - Raisi,2016,10054
1943,Kvænangen,2003,2103
1943,Kvænangen,2004,2328
1943,Kvænangen,2005,2387
1943,Kvænangen,2006,2481
1943,Kvænangen,2007,2498
1943,Kvænangen,2008,2835
1943,Kvænangen,2009,2870
1943,Kvænangen,2010,2911
1943,Kvænangen,2011,2541
1943,Kvænangen,2012,2600
1943,Kvænangen,2013,2740
1943,Kvænangen,2014,2881
1943,Kvænangen,2015,2904
1943,Kvænangen,2016,3576
2002,Vardø,2003,3012
2002,Vardø,2004,2746
2002,Vardø,2005,2632
2002,Vardø,2006,2857
2002,Vardø,2007,3060
2002,Vardø,2008,2820
2002,Vardø,2009,3283
2002,Vardø,2010,3703
2002,Vardø,2011,3816
2002,Vardø,2012,4148
2002,Vardø,2013,4151
2002,Vardø,2014,4347
2002,Vardø,2015,4708
2002,Vardø,2016,4595
2003,Vadsø,2003,4685
2003,Vadsø,2004,4664
2003,Vadsø,2005,1857
2003,Vadsø,2006,1697
2003,Vadsø,2007,1579
2003,Vadsø,2008,1499
2003,Vadsø,2009,1270
2003,Vadsø,2010,1536
2003,Vadsø,2011,1703
2003,Vadsø,2012,2247
2003,Vadsø,2013,2441
2003,Vadsø,2014,1855
2003,Vadsø,2015,2556
2003,Vadsø,2016,2742
2004,Hammerfest,2003,8490
2004,Hammerfest,2004,9316
2004,Hammerfest,2005,10338
2004,Hammerfest,2006,10397
2004,Hammerfest,2007,10670
2004,Hammerfest,2008,10895
2004,Hammerfest,2009,11315
2004,Hammerfest,2010,11701
2004,Hammerfest,2011,11167
2004,Hammerfest,2012,13537
2004,Hammerfest,2013,11957
2004,Hammerfest,2014,11605
2004,Hammerfest,2015,11964
2004,Hammerfest,2016,12823
2011,Guovdageaidnu - Kautokeino,2003,1462
2011,Guovdageaidnu - Kautokeino,2004,1402
2011,Guovdageaidnu - Kautokeino,2005,1532
2011,Guovdageaidnu - Kautokeino,2006,1338
2011,Guovdageaidnu - Kautokeino,2007,1338
2011,Guovdageaidnu - Kautokeino,2008,1044
2011,Guovdageaidnu - Kautokeino,2009,1153
2011,Guovdageaidnu - Kautokeino,2010,1383
2011,Guovdageaidnu - Kautokeino,2011,1593
2011,Guovdageaidnu - Kautokeino,2012,1502
2011,Guovdageaidnu - Kautokeino,2013,1649
2011,Guovdageaidnu - Kautokeino,2014,1649
2011,Guovdageaidnu - Kautokeino,2015,1625
2011,Guovdageaidnu - Kautokeino,2016,1801
2012,Alta,2003,10349
2012,Alta,2004,11126
2012,Alta,2005,11943
2012,Alta,2006,12820
2012,Alta,2007,14003
2012,Alta,2008,15283
2012,Alta,2009,15279
2012,Alta,2010,15867
2012,Alta,2011,16771
2012,Alta,2012,17332
2012,Alta,2013,18110
2012,Alta,2014,19563
2012,Alta,2015,21540
2012,Alta,2016,21782
2014,Loppa,2003,879
2014,Loppa,2004,1000
2014,Loppa,2005,1461
2014,Loppa,2006,1501
2014,Loppa,2007,1532
2014,Loppa,2008,1367
2014,Loppa,2009,1825
2014,Loppa,2010,2003
2014,Loppa,2011,2017
2014,Loppa,2012,2064
2014,Loppa,2013,1711
2014,Loppa,2014,1862
2014,Loppa,2015,2523
2014,Loppa,2016,2551
2015,Hasvik,2003,1670
2015,Hasvik,2004,1737
2015,Hasvik,2005,1659
2015,Hasvik,2006,1535
2015,Hasvik,2007,1760
2015,Hasvik,2008,1878
2015,Hasvik,2009,1983
2015,Hasvik,2010,1415
2015,Hasvik,2011,1765
2015,Hasvik,2012,2025
2015,Hasvik,2013,2357
2015,Hasvik,2014,2465
2015,Hasvik,2015,2529
2015,Hasvik,2016,2854
2017,Kvalsund,2003,1414
2017,Kvalsund,2004,1514
2017,Kvalsund,2005,1829
2017,Kvalsund,2006,1850
2017,Kvalsund,2007,1658
2017,Kvalsund,2008,1751
2017,Kvalsund,2009,1948
2017,Kvalsund,2010,2141
2017,Kvalsund,2011,2233
2017,Kvalsund,2012,1978
2017,Kvalsund,2013,2465
2017,Kvalsund,2014,2703
2017,Kvalsund,2015,2877
2017,Kvalsund,2016,2972
2018,Måsøy,2003,1322
2018,Måsøy,2004,1404
2018,Måsøy,2005,1371
2018,Måsøy,2006,1571
2018,Måsøy,2007,1615
2018,Måsøy,2008,1768
2018,Måsøy,2009,1964
2018,Måsøy,2010,2272
2018,Måsøy,2011,2075
2018,Måsøy,2012,2349
2018,Måsøy,2013,2567
2018,Måsøy,2014,2589
2018,Måsøy,2015,3024
2018,Måsøy,2016,3548
2019,Nordkapp,2003,3728
2019,Nordkapp,2004,4058
2019,Nordkapp,2005,4541
2019,Nordkapp,2006,4988
2019,Nordkapp,2007,5177
2019,Nordkapp,2008,5120
2019,Nordkapp,2009,4980
2019,Nordkapp,2010,5761
2019,Nordkapp,2011,6015
2019,Nordkapp,2012,7097
2019,Nordkapp,2013,6794
2019,Nordkapp,2014,6568
2019,Nordkapp,2015,5911
2019,Nordkapp,2016,6047
2020,Porsanger - Porsángu - Porsanki,2003,3646
2020,Porsanger - Porsángu - Porsanki,2004,3775
2020,Porsanger - Porsángu - Porsanki,2005,4321
2020,Porsanger - Porsángu - Porsanki,2006,4101
2020,Porsanger - Porsángu - Porsanki,2007,4086
2020,Porsanger - Porsángu - Porsanki,2008,4760
2020,Porsanger - Porsángu - Porsanki,2009,5082
2020,Porsanger - Porsángu - Porsanki,2010,5730
2020,Porsanger - Porsángu - Porsanki,2011,5739
2020,Porsanger - Porsángu - Porsanki,2012,6412
2020,Porsanger - Porsángu - Porsanki,2013,6887
2020,Porsanger - Porsángu - Porsanki,2014,7363
2020,Porsanger - Porsángu - Porsanki,2015,6719
2020,Porsanger - Porsángu - Porsanki,2016,7823
2021,Kárásjohka - Karasjok,2003,1617
2021,Kárásjohka - Karasjok,2004,1765
2021,Kárásjohka - Karasjok,2005,1982
2021,Kárásjohka - Karasjok,2006,2246
2021,Kárásjohka - Karasjok,2007,2122
2021,Kárásjohka - Karasjok,2008,2290
2021,Kárásjohka - Karasjok,2009,2926
2021,Kárásjohka - Karasjok,2010,3192
2021,Kárásjohka - Karasjok,2011,3661
2021,Kárásjohka - Karasjok,2012,3482
