knr,kname,year,user_payment_hbc
0623,Modum,2007,776
0623,Modum,2008,800
0623,Modum,2009,1812
0623,Modum,2010,4595
0623,Modum,2011,4436
0623,Modum,2012,4971
0623,Modum,2013,5343
0623,Modum,2014,3447
0623,Modum,2015,3743
0623,Modum,2016,3958
0624,Øvre Eiker,2003,973
0624,Øvre Eiker,2004,977
0624,Øvre Eiker,2005,1310
0624,Øvre Eiker,2006,1113
0624,Øvre Eiker,2007,1198
0624,Øvre Eiker,2008,1145
0624,Øvre Eiker,2009,1149
0624,Øvre Eiker,2010,1197
0624,Øvre Eiker,2011,1248
0624,Øvre Eiker,2012,1416
0624,Øvre Eiker,2013,1521
0624,Øvre Eiker,2014,1703
0624,Øvre Eiker,2015,1655
0624,Øvre Eiker,2016,1772
0625,Nedre Eiker,2003,478
0625,Nedre Eiker,2004,686
0625,Nedre Eiker,2005,718
0625,Nedre Eiker,2006,1176
0625,Nedre Eiker,2007,1343
0625,Nedre Eiker,2008,1422
0625,Nedre Eiker,2009,1608
0625,Nedre Eiker,2010,789
0625,Nedre Eiker,2011,1783
0625,Nedre Eiker,2012,1965
0625,Nedre Eiker,2013,2352
0625,Nedre Eiker,2014,2687
0625,Nedre Eiker,2015,3350
0625,Nedre Eiker,2016,4184
0626,Lier,2003,654
0626,Lier,2004,1158
0626,Lier,2005,1482
0626,Lier,2006,1516
0626,Lier,2007,1442
0626,Lier,2008,1442
0626,Lier,2009,1637
0626,Lier,2010,1809
0626,Lier,2011,2258
0626,Lier,2012,2361
0626,Lier,2013,3461
0626,Lier,2014,4298
0626,Lier,2015,4557
0626,Lier,2016,4591
0627,Røyken,2003,586
0627,Røyken,2004,716
0627,Røyken,2005,746
0627,Røyken,2006,770
0627,Røyken,2007,173
0627,Røyken,2008,800
0627,Røyken,2009,835
0627,Røyken,2010,809
0627,Røyken,2011,779
0627,Røyken,2012,1000
0627,Røyken,2013,983
0627,Røyken,2014,1017
0627,Røyken,2015,1053
0627,Røyken,2016,1215
0628,Hurum,2003,567
0628,Hurum,2004,529
0628,Hurum,2005,533
0628,Hurum,2006,526
0628,Hurum,2007,576
0628,Hurum,2008,620
0628,Hurum,2009,668
0628,Hurum,2010,732
0628,Hurum,2011,751
0628,Hurum,2012,798
0628,Hurum,2013,918
0628,Hurum,2014,962
0628,Hurum,2015,1012
0628,Hurum,2016,1084
0631,Flesberg,2003,400
0631,Flesberg,2004,654
0631,Flesberg,2005,674
0631,Flesberg,2006,836
0631,Flesberg,2007,986
0631,Flesberg,2008,814
0631,Flesberg,2009,998
0631,Flesberg,2010,1070
0631,Flesberg,2011,1081
0631,Flesberg,2012,985
0631,Flesberg,2013,1019
0631,Flesberg,2014,1033
0631,Flesberg,2015,948
0631,Flesberg,2016,1044
0632,Rollag,2003,105
0632,Rollag,2004,112
0632,Rollag,2005,127
0632,Rollag,2006,191
0632,Rollag,2007,132
0632,Rollag,2008,175
0632,Rollag,2009,185
0632,Rollag,2010,182
0632,Rollag,2011,185
0632,Rollag,2012,165
0632,Rollag,2013,207
0632,Rollag,2014,186
0632,Rollag,2015,223
0632,Rollag,2016,201
0633,Nore og Uvdal,2003,311
0633,Nore og Uvdal,2004,292
0633,Nore og Uvdal,2005,250
0633,Nore og Uvdal,2006,245
0633,Nore og Uvdal,2007,432
0633,Nore og Uvdal,2008,507
0633,Nore og Uvdal,2009,570
0633,Nore og Uvdal,2010,661
0633,Nore og Uvdal,2011,689
0633,Nore og Uvdal,2012,629
0633,Nore og Uvdal,2013,341
0633,Nore og Uvdal,2014,345
0633,Nore og Uvdal,2015,340
0633,Nore og Uvdal,2016,382
0701,Horten,2003,1282
0701,Horten,2004,1216
0701,Horten,2005,6072
0701,Horten,2006,6275
0701,Horten,2007,7099
0701,Horten,2008,6673
0701,Horten,2009,7485
0701,Horten,2010,3770
0701,Horten,2011,2989
0701,Horten,2012,3076
0701,Horten,2013,3303
0701,Horten,2014,3551
0701,Horten,2015,3932
0701,Horten,2016,4010
0702,Holmestrand (-2017),2003,568
0702,Holmestrand (-2017),2004,638
0702,Holmestrand (-2017),2005,626
0702,Holmestrand (-2017),2006,647
0702,Holmestrand (-2017),2007,645
0702,Holmestrand (-2017),2008,609
0702,Holmestrand (-2017),2009,730
0702,Holmestrand (-2017),2010,1049
0702,Holmestrand (-2017),2011,980
0702,Holmestrand (-2017),2012,1226
0702,Holmestrand (-2017),2013,1286
0702,Holmestrand (-2017),2014,1407
0702,Holmestrand (-2017),2015,2757
0702,Holmestrand (-2017),2016,4850
0704,Tønsberg,2003,3212
0704,Tønsberg,2004,3010
0704,Tønsberg,2005,3245
0704,Tønsberg,2006,3453
0704,Tønsberg,2007,3805
0704,Tønsberg,2008,3875
0704,Tønsberg,2009,4506
0704,Tønsberg,2010,5112
0704,Tønsberg,2011,5187
0704,Tønsberg,2012,5433
0704,Tønsberg,2013,6139
0704,Tønsberg,2014,6083
0704,Tønsberg,2015,6351
0704,Tønsberg,2016,6713
0706,Sandefjord (-2016),2003,1717
0706,Sandefjord (-2016),2004,2356
0706,Sandefjord (-2016),2005,2771
0706,Sandefjord (-2016),2006,2797
0706,Sandefjord (-2016),2007,2982
0706,Sandefjord (-2016),2008,2887
0706,Sandefjord (-2016),2009,3581
0706,Sandefjord (-2016),2010,3867
0706,Sandefjord (-2016),2011,3790
0706,Sandefjord (-2016),2012,3859
0706,Sandefjord (-2016),2013,3859
0706,Sandefjord (-2016),2014,4021
0706,Sandefjord (-2016),2015,4260
0706,Sandefjord (-2016),2016,4192
0709,Larvik (-2017),2003,2742
0709,Larvik (-2017),2004,2456
0709,Larvik (-2017),2005,2338
0709,Larvik (-2017),2006,2041
0709,Larvik (-2017),2007,2087
0709,Larvik (-2017),2008,2040
0709,Larvik (-2017),2009,2970
0709,Larvik (-2017),2010,3187
0709,Larvik (-2017),2011,3004
0709,Larvik (-2017),2012,3018
0709,Larvik (-2017),2013,3025
0709,Larvik (-2017),2014,3177
0709,Larvik (-2017),2015,3148
0709,Larvik (-2017),2016,3634
0710,Sandefjord,2003,NA
0710,Sandefjord,2004,NA
0710,Sandefjord,2005,NA
0710,Sandefjord,2006,NA
0710,Sandefjord,2007,NA
0710,Sandefjord,2008,NA
0710,Sandefjord,2009,NA
0710,Sandefjord,2010,NA
0710,Sandefjord,2011,NA
0710,Sandefjord,2012,NA
0710,Sandefjord,2013,NA
0710,Sandefjord,2014,NA
0710,Sandefjord,2015,NA
0710,Sandefjord,2016,NA
0711,Svelvik,2003,1492
0711,Svelvik,2004,1652
0711,Svelvik,2005,1417
0711,Svelvik,2006,1650
0711,Svelvik,2007,1851
0711,Svelvik,2008,1712
0711,Svelvik,2009,1758
0711,Svelvik,2010,1976
0711,Svelvik,2011,1971
0711,Svelvik,2012,1792
0711,Svelvik,2013,1590
0711,Svelvik,2014,810
0711,Svelvik,2015,803
0711,Svelvik,2016,854
0713,Sande (Vestfold),2003,790
0713,Sande (Vestfold),2004,978
0713,Sande (Vestfold),2005,975
0713,Sande (Vestfold),2006,944
0713,Sande (Vestfold),2007,1338
0713,Sande (Vestfold),2008,1197
0713,Sande (Vestfold),2009,1042
0713,Sande (Vestfold),2010,1242
0713,Sande (Vestfold),2011,1488
0713,Sande (Vestfold),2012,1605
0713,Sande (Vestfold),2013,1745
0713,Sande (Vestfold),2014,1797
0713,Sande (Vestfold),2015,1997
0713,Sande (Vestfold),2016,2049
0714,Hof (-2017),2003,317
0714,Hof (-2017),2004,273
0714,Hof (-2017),2005,313
0714,Hof (-2017),2006,448
0714,Hof (-2017),2007,379
0714,Hof (-2017),2008,709
0714,Hof (-2017),2009,294
0714,Hof (-2017),2010,338
0714,Hof (-2017),2011,423
0714,Hof (-2017),2012,560
0714,Hof (-2017),2013,432
0714,Hof (-2017),2014,268
0714,Hof (-2017),2015,291
0714,Hof (-2017),2016,301
0716,Re,2003,1077
0716,Re,2004,1115
0716,Re,2005,1375
0716,Re,2006,1173
0716,Re,2007,1635
0716,Re,2008,1027
0716,Re,2009,1027
0716,Re,2010,1241
0716,Re,2011,1200
0716,Re,2012,1135
0716,Re,2013,1142
0716,Re,2014,1077
0716,Re,2015,745
0716,Re,2016,851
0718,Ramnes (-2001),2003,NA
0718,Ramnes (-2001),2004,NA
0718,Ramnes (-2001),2005,NA
0718,Ramnes (-2001),2006,NA
0718,Ramnes (-2001),2007,NA
0718,Ramnes (-2001),2008,NA
0718,Ramnes (-2001),2009,NA
0718,Ramnes (-2001),2010,NA
0718,Ramnes (-2001),2011,NA
0718,Ramnes (-2001),2012,NA
0718,Ramnes (-2001),2013,NA
0718,Ramnes (-2001),2014,NA
0718,Ramnes (-2001),2015,NA
0718,Ramnes (-2001),2016,NA
0719,Andebu (-2016),2003,376
0719,Andebu (-2016),2004,350
0719,Andebu (-2016),2005,391
0719,Andebu (-2016),2006,438
0719,Andebu (-2016),2007,431
0719,Andebu (-2016),2008,364
0719,Andebu (-2016),2009,375
0719,Andebu (-2016),2010,511
0719,Andebu (-2016),2011,580
0719,Andebu (-2016),2012,635
0719,Andebu (-2016),2013,541
0719,Andebu (-2016),2014,609
0719,Andebu (-2016),2015,643
0719,Andebu (-2016),2016,622
0720,Stokke (-2016),2003,515
0720,Stokke (-2016),2004,553
0720,Stokke (-2016),2005,620
0720,Stokke (-2016),2006,566
0720,Stokke (-2016),2007,479
0720,Stokke (-2016),2008,525
0720,Stokke (-2016),2009,842
0720,Stokke (-2016),2010,963
0720,Stokke (-2016),2011,900
0720,Stokke (-2016),2012,1060
0720,Stokke (-2016),2013,1113
0720,Stokke (-2016),2014,1133
0720,Stokke (-2016),2015,1135
0720,Stokke (-2016),2016,1198
0722,Nøtterøy (-2017),2003,1132
0722,Nøtterøy (-2017),2004,1020
0722,Nøtterøy (-2017),2005,2048
0722,Nøtterøy (-2017),2006,2557
0722,Nøtterøy (-2017),2007,2838
0722,Nøtterøy (-2017),2008,3077
0722,Nøtterøy (-2017),2009,3445
0722,Nøtterøy (-2017),2010,4095
0722,Nøtterøy (-2017),2011,4952
0722,Nøtterøy (-2017),2012,4981
0722,Nøtterøy (-2017),2013,4973
0722,Nøtterøy (-2017),2014,5608
0722,Nøtterøy (-2017),2015,5756
0722,Nøtterøy (-2017),2016,7267
0723,Tjøme (-2017),2003,569
0723,Tjøme (-2017),2004,494
0723,Tjøme (-2017),2005,491
0723,Tjøme (-2017),2006,395
0723,Tjøme (-2017),2007,395
0723,Tjøme (-2017),2008,437
0723,Tjøme (-2017),2009,452
0723,Tjøme (-2017),2010,402
0723,Tjøme (-2017),2011,518
0723,Tjøme (-2017),2012,442
0723,Tjøme (-2017),2013,505
0723,Tjøme (-2017),2014,498
0723,Tjøme (-2017),2015,436
0723,Tjøme (-2017),2016,380
0728,Lardal (-2017),2003,450
0728,Lardal (-2017),2004,404
0728,Lardal (-2017),2005,488
0728,Lardal (-2017),2006,546
0728,Lardal (-2017),2007,561
0728,Lardal (-2017),2008,557
0728,Lardal (-2017),2009,746
0728,Lardal (-2017),2010,977
0728,Lardal (-2017),2011,757
0728,Lardal (-2017),2012,886
0728,Lardal (-2017),2013,950
0728,Lardal (-2017),2014,975
0728,Lardal (-2017),2015,1070
0728,Lardal (-2017),2016,1009
0805,Porsgrunn,2003,3121
0805,Porsgrunn,2004,4479
0805,Porsgrunn,2005,5731
0805,Porsgrunn,2006,7115
0805,Porsgrunn,2007,4916
0805,Porsgrunn,2008,2205
0805,Porsgrunn,2009,2189
0805,Porsgrunn,2010,2615
0805,Porsgrunn,2011,2466
0805,Porsgrunn,2012,2203
0805,Porsgrunn,2013,2373
0805,Porsgrunn,2014,2370
0805,Porsgrunn,2015,2495
0805,Porsgrunn,2016,2414
0806,Skien,2003,3790
0806,Skien,2004,4251
0806,Skien,2005,7622
0806,Skien,2006,4982
0806,Skien,2007,3301
0806,Skien,2008,3407
0806,Skien,2009,3599
0806,Skien,2010,3785
0806,Skien,2011,3795
0806,Skien,2012,3530
0806,Skien,2013,3283
0806,Skien,2014,3520
0806,Skien,2015,3471
0806,Skien,2016,3266
0807,Notodden,2003,1611
0807,Notodden,2004,1458
0807,Notodden,2005,1497
0807,Notodden,2006,1474
0807,Notodden,2007,1443
0807,Notodden,2008,1527
0807,Notodden,2009,1665
0807,Notodden,2010,1939
0807,Notodden,2011,2055
0807,Notodden,2012,4992
0807,Notodden,2013,2883
0807,Notodden,2014,2848
0807,Notodden,2015,3168
0807,Notodden,2016,3330
0811,Siljan,2003,163
0811,Siljan,2004,134
0811,Siljan,2005,139
0811,Siljan,2006,208
0811,Siljan,2007,192
0811,Siljan,2008,187
0811,Siljan,2009,199
0811,Siljan,2010,183
0811,Siljan,2011,201
0811,Siljan,2012,230
0811,Siljan,2013,267
0811,Siljan,2014,244
0811,Siljan,2015,234
0811,Siljan,2016,294
0814,Bamble,2003,1413
0814,Bamble,2004,1400
0814,Bamble,2005,1615
0814,Bamble,2006,2314
0814,Bamble,2007,1829
0814,Bamble,2008,921
0814,Bamble,2009,777
0814,Bamble,2010,1066
0814,Bamble,2011,1219
0814,Bamble,2012,1294
0814,Bamble,2013,1305
0814,Bamble,2014,1258
0814,Bamble,2015,1419
0814,Bamble,2016,1452
0815,Kragerø,2003,1295
0815,Kragerø,2004,1491
0815,Kragerø,2005,1629
0815,Kragerø,2006,1679
0815,Kragerø,2007,1458
0815,Kragerø,2008,1448
0815,Kragerø,2009,1555
0815,Kragerø,2010,1640
0815,Kragerø,2011,1514
0815,Kragerø,2012,1321
0815,Kragerø,2013,1351
0815,Kragerø,2014,1503
0815,Kragerø,2015,1497
0815,Kragerø,2016,1529
0817,Drangedal,2003,916
0817,Drangedal,2004,461
0817,Drangedal,2005,358
0817,Drangedal,2006,319
0817,Drangedal,2007,311
0817,Drangedal,2008,302
0817,Drangedal,2009,400
0817,Drangedal,2010,462
0817,Drangedal,2011,692
0817,Drangedal,2012,1258
0817,Drangedal,2013,433
0817,Drangedal,2014,492
0817,Drangedal,2015,518
0817,Drangedal,2016,523
0819,Nome,2003,1748
0819,Nome,2004,1657
0819,Nome,2005,1680
0819,Nome,2006,1823
0819,Nome,2007,2735
0819,Nome,2008,2512
0819,Nome,2009,2457
0819,Nome,2010,2494
0819,Nome,2011,2526
0819,Nome,2012,2582
0819,Nome,2013,1885
0819,Nome,2014,2222
0819,Nome,2015,2528
0819,Nome,2016,2712
0821,Bø (Telem.),2003,614
0821,Bø (Telem.),2004,608
0821,Bø (Telem.),2005,522
0821,Bø (Telem.),2006,509
0821,Bø (Telem.),2007,479
0821,Bø (Telem.),2008,260
0821,Bø (Telem.),2009,359
0821,Bø (Telem.),2010,464
0821,Bø (Telem.),2011,419
0821,Bø (Telem.),2012,484
0821,Bø (Telem.),2013,453
0821,Bø (Telem.),2014,520
0821,Bø (Telem.),2015,444
0821,Bø (Telem.),2016,447
0822,Sauherad,2003,652
0822,Sauherad,2004,623
0822,Sauherad,2005,507
0822,Sauherad,2006,471
0822,Sauherad,2007,303
0822,Sauherad,2008,367
0822,Sauherad,2009,425
0822,Sauherad,2010,459
0822,Sauherad,2011,481
0822,Sauherad,2012,534
0822,Sauherad,2013,536
0822,Sauherad,2014,569
0822,Sauherad,2015,372
0822,Sauherad,2016,314
0826,Tinn,2003,1804
0826,Tinn,2004,1683
0826,Tinn,2005,1793
0826,Tinn,2006,1852
0826,Tinn,2007,1789
0826,Tinn,2008,1898
0826,Tinn,2009,2048
0826,Tinn,2010,2180
0826,Tinn,2011,2369
0826,Tinn,2012,2230
0826,Tinn,2013,2456
0826,Tinn,2014,2249
0826,Tinn,2015,2410
0826,Tinn,2016,3064
0827,Hjartdal,2003,339
0827,Hjartdal,2004,268
0827,Hjartdal,2005,224
0827,Hjartdal,2006,142
0827,Hjartdal,2007,281
0827,Hjartdal,2008,204
0827,Hjartdal,2009,193
0827,Hjartdal,2010,251
0827,Hjartdal,2011,244
0827,Hjartdal,2012,231
0827,Hjartdal,2013,222
0827,Hjartdal,2014,267
0827,Hjartdal,2015,312
0827,Hjartdal,2016,248
0828,Seljord,2003,199
0828,Seljord,2004,230
0828,Seljord,2005,230
0828,Seljord,2006,284
0828,Seljord,2007,278
0828,Seljord,2008,285
0828,Seljord,2009,289
0828,Seljord,2010,351
0828,Seljord,2011,375
0828,Seljord,2012,375
0828,Seljord,2013,406
0828,Seljord,2014,818
0828,Seljord,2015,834
0828,Seljord,2016,930
0829,Kviteseid,2003,712
0829,Kviteseid,2004,664
0829,Kviteseid,2005,768
0829,Kviteseid,2006,852
0829,Kviteseid,2007,470
0829,Kviteseid,2008,505
0829,Kviteseid,2009,546
0829,Kviteseid,2010,622
0829,Kviteseid,2011,659
0829,Kviteseid,2012,660
0829,Kviteseid,2013,902
0829,Kviteseid,2014,711
0829,Kviteseid,2015,777
0829,Kviteseid,2016,676
0830,Nissedal,2003,156
0830,Nissedal,2004,137
0830,Nissedal,2005,136
0830,Nissedal,2006,99
0830,Nissedal,2007,114
0830,Nissedal,2008,158
0830,Nissedal,2009,157
0830,Nissedal,2010,154
0830,Nissedal,2011,185
0830,Nissedal,2012,204
0830,Nissedal,2013,166
0830,Nissedal,2014,176
0830,Nissedal,2015,193
0830,Nissedal,2016,225
0831,Fyresdal,2003,172
0831,Fyresdal,2004,164
0831,Fyresdal,2005,150
0831,Fyresdal,2006,160
0831,Fyresdal,2007,155
0831,Fyresdal,2008,150
0831,Fyresdal,2009,140
0831,Fyresdal,2010,181
0831,Fyresdal,2011,217
0831,Fyresdal,2012,210
0831,Fyresdal,2013,194
0831,Fyresdal,2014,180
0831,Fyresdal,2015,244
0831,Fyresdal,2016,187
0833,Tokke,2003,899
0833,Tokke,2004,909
0833,Tokke,2005,902
0833,Tokke,2006,904
0833,Tokke,2007,940
0833,Tokke,2008,961
0833,Tokke,2009,999
0833,Tokke,2010,1110
0833,Tokke,2011,1162
0833,Tokke,2012,1181
0833,Tokke,2013,1428
0833,Tokke,2014,1517
0833,Tokke,2015,1716
0833,Tokke,2016,1811
0834,Vinje,2003,631
0834,Vinje,2004,475
0834,Vinje,2005,569
0834,Vinje,2006,681
0834,Vinje,2007,646
0834,Vinje,2008,1624
0834,Vinje,2009,1568
0834,Vinje,2010,1507
0834,Vinje,2011,1612
0834,Vinje,2012,1540
0834,Vinje,2013,2072
0834,Vinje,2014,2095
0834,Vinje,2015,2086
0834,Vinje,2016,1931
0901,Risør,2003,409
0901,Risør,2004,406
0901,Risør,2005,346
0901,Risør,2006,301
0901,Risør,2007,344
0901,Risør,2008,348
0901,Risør,2009,331
0901,Risør,2010,328
0901,Risør,2011,318
0901,Risør,2012,331
0901,Risør,2013,348
0901,Risør,2014,354
0901,Risør,2015,339
0901,Risør,2016,355
0904,Grimstad,2003,2592
0904,Grimstad,2004,2063
0904,Grimstad,2005,2444
0904,Grimstad,2006,1978
0904,Grimstad,2007,1409
0904,Grimstad,2008,2541
0904,Grimstad,2009,1657
0904,Grimstad,2010,1811
0904,Grimstad,2011,1971
0904,Grimstad,2012,2215
0904,Grimstad,2013,2550
0904,Grimstad,2014,1962
0904,Grimstad,2015,2212
0904,Grimstad,2016,2912
0906,Arendal,2003,7498
0906,Arendal,2004,6307
0906,Arendal,2005,5626
0906,Arendal,2006,2443
0906,Arendal,2007,2531
0906,Arendal,2008,2723
0906,Arendal,2009,2932
0906,Arendal,2010,3340
0906,Arendal,2011,3255
0906,Arendal,2012,3462
0906,Arendal,2013,3975
0906,Arendal,2014,5661
0906,Arendal,2015,4698
0906,Arendal,2016,5801
0911,Gjerstad,2003,102
0911,Gjerstad,2004,251
0911,Gjerstad,2005,219
0911,Gjerstad,2006,233
0911,Gjerstad,2007,251
0911,Gjerstad,2008,247
0911,Gjerstad,2009,236
0911,Gjerstad,2010,216
0911,Gjerstad,2011,230
0911,Gjerstad,2012,230
0911,Gjerstad,2013,231
0911,Gjerstad,2014,409
0911,Gjerstad,2015,455
0911,Gjerstad,2016,448
0912,Vegårshei,2003,329
0912,Vegårshei,2004,278
0912,Vegårshei,2005,339
0912,Vegårshei,2006,342
0912,Vegårshei,2007,328
0912,Vegårshei,2008,293
0912,Vegårshei,2009,317
0912,Vegårshei,2010,321
0912,Vegårshei,2011,366
0912,Vegårshei,2012,359
0912,Vegårshei,2013,362
0912,Vegårshei,2014,380
0912,Vegårshei,2015,404
0912,Vegårshei,2016,388
0914,Tvedestrand,2003,1372
0914,Tvedestrand,2004,1560
0914,Tvedestrand,2005,1680
0914,Tvedestrand,2006,1709
0914,Tvedestrand,2007,1829
0914,Tvedestrand,2008,1933
0914,Tvedestrand,2009,2066
0914,Tvedestrand,2010,1967
0914,Tvedestrand,2011,1739
0914,Tvedestrand,2012,2045
0914,Tvedestrand,2013,1952
0914,Tvedestrand,2014,1701
0914,Tvedestrand,2015,1044
0914,Tvedestrand,2016,775
0919,Froland,2003,303
0919,Froland,2004,263
0919,Froland,2005,258
0919,Froland,2006,227
0919,Froland,2007,196
0919,Froland,2008,190
0919,Froland,2009,206
0919,Froland,2010,234
0919,Froland,2011,242
0919,Froland,2012,199
0919,Froland,2013,243
0919,Froland,2014,262
0919,Froland,2015,258
0919,Froland,2016,269
0926,Lillesand,2003,502
0926,Lillesand,2004,1431
0926,Lillesand,2005,1413
0926,Lillesand,2006,1094
0926,Lillesand,2007,973
0926,Lillesand,2008,989
0926,Lillesand,2009,1019
0926,Lillesand,2010,951
0926,Lillesand,2011,959
0926,Lillesand,2012,943
0926,Lillesand,2013,917
0926,Lillesand,2014,987
0926,Lillesand,2015,1300
0926,Lillesand,2016,816
0928,Birkenes,2003,281
0928,Birkenes,2004,355
0928,Birkenes,2005,608
0928,Birkenes,2006,540
0928,Birkenes,2007,393
0928,Birkenes,2008,431
0928,Birkenes,2009,461
0928,Birkenes,2010,497
0928,Birkenes,2011,630
0928,Birkenes,2012,466
0928,Birkenes,2013,485
0928,Birkenes,2014,471
0928,Birkenes,2015,479
0928,Birkenes,2016,428
0929,Åmli,2003,185
0929,Åmli,2004,342
0929,Åmli,2005,407
0929,Åmli,2006,290
0929,Åmli,2007,281
0929,Åmli,2008,321
0929,Åmli,2009,364
0929,Åmli,2010,349
0929,Åmli,2011,322
0929,Åmli,2012,290
0929,Åmli,2013,286
0929,Åmli,2014,391
0929,Åmli,2015,443
0929,Åmli,2016,471
0935,Iveland,2003,63
0935,Iveland,2004,55
0935,Iveland,2005,48
0935,Iveland,2006,40
0935,Iveland,2007,48
0935,Iveland,2008,41
0935,Iveland,2009,46
0935,Iveland,2010,51
0935,Iveland,2011,71
0935,Iveland,2012,58
0935,Iveland,2013,66
0935,Iveland,2014,84
0935,Iveland,2015,101
0935,Iveland,2016,108
0937,Evje og Hornnes,2003,335
0937,Evje og Hornnes,2004,331
0937,Evje og Hornnes,2005,998
0937,Evje og Hornnes,2006,1102
0937,Evje og Hornnes,2007,206
0937,Evje og Hornnes,2008,207
0937,Evje og Hornnes,2009,198
0937,Evje og Hornnes,2010,198
0937,Evje og Hornnes,2011,204
0937,Evje og Hornnes,2012,239
0937,Evje og Hornnes,2013,236
0937,Evje og Hornnes,2014,222
0937,Evje og Hornnes,2015,250
0937,Evje og Hornnes,2016,254
0938,Bygland,2003,297
0938,Bygland,2004,180
0938,Bygland,2005,182
0938,Bygland,2006,161
0938,Bygland,2007,190
0938,Bygland,2008,177
0938,Bygland,2009,186
0938,Bygland,2010,147
0938,Bygland,2011,136
0938,Bygland,2012,135
0938,Bygland,2013,432
0938,Bygland,2014,344
0938,Bygland,2015,555
0938,Bygland,2016,672
0940,Valle,2003,100
0940,Valle,2004,100
0940,Valle,2005,128
0940,Valle,2006,127
0940,Valle,2007,109
0940,Valle,2008,112
0940,Valle,2009,123
0940,Valle,2010,134
0940,Valle,2011,105
0940,Valle,2012,98
0940,Valle,2013,99
0940,Valle,2014,103
0940,Valle,2015,117
0940,Valle,2016,114
0941,Bykle,2003,24
0941,Bykle,2004,13
0941,Bykle,2005,22
0941,Bykle,2006,0
0941,Bykle,2007,-1
0941,Bykle,2008,0
0941,Bykle,2009,0
0941,Bykle,2010,5
0941,Bykle,2011,2
0941,Bykle,2012,42
0941,Bykle,2013,59
0941,Bykle,2014,66
0941,Bykle,2015,75
0941,Bykle,2016,73
1001,Kristiansand,2003,5921
1001,Kristiansand,2004,8047
1001,Kristiansand,2005,7008
1001,Kristiansand,2006,6637
1001,Kristiansand,2007,7332
1001,Kristiansand,2008,7653
1001,Kristiansand,2009,7952
1001,Kristiansand,2010,9124
1001,Kristiansand,2011,9012
1001,Kristiansand,2012,8842
1001,Kristiansand,2013,8953
1001,Kristiansand,2014,8986
1001,Kristiansand,2015,9248
1001,Kristiansand,2016,10252
1002,Mandal,2003,1708
1002,Mandal,2004,1683
1002,Mandal,2005,1791
1002,Mandal,2006,1898
1002,Mandal,2007,2358
1002,Mandal,2008,2464
1002,Mandal,2009,2892
1002,Mandal,2010,2723
1002,Mandal,2011,2700
1002,Mandal,2012,1120
1002,Mandal,2013,2551
1002,Mandal,2014,1232
1002,Mandal,2015,782
1002,Mandal,2016,933
1003,Farsund,2003,1399
1003,Farsund,2004,1397
1003,Farsund,2005,1123
1003,Farsund,2006,1100
1003,Farsund,2007,1350
1003,Farsund,2008,1311
1003,Farsund,2009,1267
1003,Farsund,2010,1478
1003,Farsund,2011,1415
1003,Farsund,2012,1436
1003,Farsund,2013,1439
1003,Farsund,2014,1521
1003,Farsund,2015,1511
1003,Farsund,2016,1562
1004,Flekkefjord,2003,1322
1004,Flekkefjord,2004,1259
1004,Flekkefjord,2005,1407
1004,Flekkefjord,2006,5179
1004,Flekkefjord,2007,5439
1004,Flekkefjord,2008,5737
1004,Flekkefjord,2009,6074
1004,Flekkefjord,2010,5789
1004,Flekkefjord,2011,6146
1004,Flekkefjord,2012,6318
1004,Flekkefjord,2013,6347
1004,Flekkefjord,2014,6785
1004,Flekkefjord,2015,6978
1004,Flekkefjord,2016,7109
1014,Vennesla,2003,520
1014,Vennesla,2004,646
1014,Vennesla,2005,613
1014,Vennesla,2006,682
1014,Vennesla,2007,758
1014,Vennesla,2008,780
1014,Vennesla,2009,823
1014,Vennesla,2010,1028
1014,Vennesla,2011,1031
1014,Vennesla,2012,1062
1014,Vennesla,2013,1116
1014,Vennesla,2014,1292
1014,Vennesla,2015,1413
1014,Vennesla,2016,1548
1017,Songdalen,2003,280
1017,Songdalen,2004,275
1017,Songdalen,2005,284
1017,Songdalen,2006,240
1017,Songdalen,2007,182
1017,Songdalen,2008,142
1017,Songdalen,2009,180
1017,Songdalen,2010,172
1017,Songdalen,2011,168
1017,Songdalen,2012,187
1017,Songdalen,2013,179
1017,Songdalen,2014,222
1017,Songdalen,2015,231
1017,Songdalen,2016,229
1018,Søgne,2003,2027
1018,Søgne,2004,1796
1018,Søgne,2005,1960
1018,Søgne,2006,2227
1018,Søgne,2007,1624
1018,Søgne,2008,1843
1018,Søgne,2009,885
1018,Søgne,2010,1752
1018,Søgne,2011,2225
1018,Søgne,2012,2284
1018,Søgne,2013,2402
1018,Søgne,2014,2415
1018,Søgne,2015,2159
1018,Søgne,2016,2197
1021,Marnardal,2003,224
1021,Marnardal,2004,200
1021,Marnardal,2005,178
1021,Marnardal,2006,182
1021,Marnardal,2007,167
1021,Marnardal,2008,178
1021,Marnardal,2009,161
1021,Marnardal,2010,183
1021,Marnardal,2011,168
1021,Marnardal,2012,211
1021,Marnardal,2013,231
1021,Marnardal,2014,215
1021,Marnardal,2015,217
1021,Marnardal,2016,197
1026,Åseral,2003,96
1026,Åseral,2004,101
1026,Åseral,2005,105
1026,Åseral,2006,121
1026,Åseral,2007,122
1026,Åseral,2008,105
1026,Åseral,2009,89
1026,Åseral,2010,81
1026,Åseral,2011,72
1026,Åseral,2012,80
1026,Åseral,2013,126
1026,Åseral,2014,99
